,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25,25.5,26,26.5,27,27.5,28,28.5,29,29.5,30
2011/12/1,0.12,0.1042,0.127,0.1698,0.2143,0.2517,0.2812,0.3106,0.3461,0.3905,0.4478,0.5137,0.5873,0.6596,0.7338,0.8058,0.8761,0.9432,1.0093,1.0722,1.1344,1.1931,1.2508,1.3073,1.3634,1.4171,1.4695,1.5202,1.5693,1.6149,1.6576,1.6958,1.7288,1.7549,1.776,1.7928,1.8085,1.8237,1.8392,1.8551,1.871,1.886,1.9005,1.9137,1.9259,1.9362,1.9454,1.9534,1.9606,1.9672,1.9735,1.9797,1.9863,1.9933,2.001,2.0098,2.02,2.0311,2.0442
2012/1/1,0.1196,0.1073,0.1317,0.1723,0.214,0.25,0.2805,0.3114,0.3475,0.3903,0.4435,0.504,0.5719,0.6408,0.7141,0.7871,0.8601,0.9307,0.9999,1.0647,1.1269,1.1852,1.2423,1.2974,1.3526,1.4064,1.4595,1.5114,1.5621,1.6099,1.655,1.6949,1.7289,1.7553,1.7763,1.7929,1.8084,1.8238,1.8397,1.8561,1.8727,1.8886,1.9043,1.919,1.9329,1.9454,1.957,1.9674,1.9769,1.9853,1.993,1.9998,2.0061,2.0117,2.0168,2.0215,2.0259,2.0296,2.0332
2012/2/1,0.1068,0.0878,0.0998,0.1273,0.16,0.195,0.2312,0.2717,0.3173,0.3714,0.4308,0.4983,0.5685,0.6414,0.7152,0.7895,0.8615,0.933,1.0005,1.0658,1.1265,1.1866,1.2439,1.3002,1.3565,1.4138,1.4699,1.5251,1.5765,1.6252,1.6688,1.7078,1.7397,1.7667,1.7885,1.8072,1.8243,1.8414,1.8584,1.8752,1.8915,1.9078,1.9235,1.939,1.9533,1.9675,1.9807,1.993,2.0043,2.0148,2.0242,2.0327,2.0399,2.0462,2.0512,2.0548,2.057,2.0579,2.0572
2012/3/1,0.1073,0.1033,0.1172,0.1417,0.1717,0.2059,0.2429,0.2851,0.334,0.391,0.4564,0.5302,0.6072,0.6845,0.7584,0.8273,0.89,0.9497,1.0081,1.0665,1.1261,1.187,1.2476,1.3068,1.3632,1.4171,1.4682,1.5182,1.5661,1.6129,1.6573,1.6978,1.7325,1.7607,1.7826,1.8011,1.818,1.8358,1.8551,1.8747,1.8946,1.9141,1.9328,1.9503,1.9659,1.9796,1.9911,2.0006,2.0085,2.0152,2.0208,2.0255,2.0295,2.0333,2.0369,2.0404,2.0442,2.0483,2.053
2012/4/1,0.1075,0.1025,0.1074,0.1201,0.1387,0.1622,0.1914,0.2274,0.2697,0.3204,0.3781,0.4439,0.5125,0.5852,0.6562,0.7236,0.7913,0.8558,0.9195,0.9834,1.0457,1.1084,1.1694,1.2308,1.2878,1.3459,1.4016,1.454,1.5064,1.5554,1.6019,1.6443,1.6803,1.71,1.7332,1.7532,1.7706,1.7892,1.809,1.8291,1.8498,1.8706,1.8903,1.9092,1.9262,1.9415,1.9546,1.9661,1.9759,1.984,1.9911,1.9969,2.0018,2.006,2.0095,2.0123,2.0147,2.0169,2.0187
2012/5/1,0.1106,0.1109,0.1025,0.0978,0.1026,0.1196,0.149,0.187,0.2325,0.2844,0.3419,0.4043,0.4693,0.5365,0.6047,0.673,0.7404,0.8077,0.8722,0.9346,0.9946,1.0528,1.11,1.1664,1.2221,1.2777,1.3318,1.3842,1.4336,1.4806,1.5228,1.5605,1.5933,1.621,1.6446,1.666,1.6864,1.7076,1.7297,1.7522,1.774,1.795,1.8146,1.8324,1.8477,1.8606,1.8712,1.8796,1.8864,1.8918,1.8962,1.8999,1.903,1.906,1.9091,1.9124,1.9162,1.9208,1.9264
2012/6/1,0.1098,0.1056,0.1009,0.1001,0.106,0.1205,0.1436,0.1758,0.2157,0.2655,0.3224,0.3883,0.4558,0.5273,0.5956,0.6638,0.7288,0.7928,0.8551,0.918,0.9792,1.0419,1.1029,1.1645,1.2216,1.2793,1.3333,1.3876,1.4395,1.4902,1.5381,1.5828,1.6211,1.6541,1.68,1.7032,1.7242,1.7479,1.7734,1.8003,1.8274,1.8549,1.8808,1.9058,1.9277,1.9475,1.9644,1.9792,1.9912,2.0016,2.0099,2.0166,2.0217,2.0256,2.0282,2.0296,2.0301,2.0297,2.0286
2012/7/1,0.1106,0.1121,0.1038,0.097,0.098,0.1098,0.1326,0.165,0.205,0.2531,0.3073,0.3692,0.4319,0.4986,0.5651,0.6311,0.6955,0.76,0.8224,0.8849,0.945,1.005,1.0637,1.122,1.1784,1.2336,1.2876,1.3407,1.3913,1.441,1.4875,1.5303,1.5674,1.5995,1.6247,1.6472,1.6682,1.6905,1.7149,1.7407,1.7666,1.7926,1.817,1.84,1.86,1.8778,1.8928,1.9055,1.9163,1.9256,1.9334,1.9403,1.9461,1.9514,1.9563,1.961,1.9655,1.9703,1.9754
2012/8/1,0.1058,0.1031,0.0974,0.0962,0.1034,0.1204,0.1474,0.1818,0.2233,0.2711,0.3254,0.3843,0.4473,0.512,0.5791,0.6453,0.7135,0.7786,0.845,0.9093,0.9719,1.0331,1.0938,1.152,1.21,1.2657,1.3213,1.3749,1.4285,1.4797,1.5286,1.5732,1.6124,1.6444,1.6705,1.6928,1.7144,1.7376,1.7642,1.7913,1.82,1.848,1.8748,1.8996,1.9215,1.9405,1.9572,1.971,1.983,1.993,2.0016,2.0086,2.0147,2.0199,2.0244,2.0283,2.032,2.0355,2.0392
2012/9/1,0.1044,0.1014,0.0985,0.0985,0.1045,0.118,0.1391,0.1678,0.2039,0.2473,0.2985,0.3562,0.4182,0.4824,0.5474,0.6111,0.6744,0.7357,0.7965,0.8575,0.9186,0.9807,1.0433,1.1049,1.1657,1.2249,1.2831,1.3401,1.3968,1.4519,1.5058,1.5561,1.6015,1.6396,1.67,1.6948,1.7168,1.739,1.7633,1.7884,1.8141,1.8395,1.8638,1.8864,1.9065,1.9239,1.9388,1.9513,1.9621,1.9713,1.9795,1.9865,1.9929,1.9991,2.0052,2.0113,2.0178,2.0249,2.0329
2012/10/1,0.1046,0.0971,0.0957,0.1001,0.1092,0.1233,0.143,0.1692,0.2037,0.2463,0.2988,0.3586,0.4247,0.4917,0.5568,0.6219,0.6826,0.742,0.8016,0.8603,0.9203,0.9807,1.044,1.1044,1.168,1.2309,1.2915,1.3531,1.4109,1.4672,1.5214,1.5706,1.6161,1.6555,1.6909,1.7212,1.7512,1.7811,1.8116,1.8424,1.8733,1.9025,1.9301,1.9545,1.9757,1.9932,2.008,2.0197,2.029,2.0368,2.0431,2.0485,2.0535,2.0583,2.0634,2.0689,2.0755,2.0831,2.0926
2012/11/1,0.1016,0.0942,0.0958,0.1022,0.111,0.1213,0.1344,0.1531,0.1796,0.215,0.2605,0.3138,0.3722,0.4337,0.4967,0.5592,0.6224,0.6846,0.7475,0.8115,0.8765,0.9428,1.0094,1.0745,1.1383,1.2001,1.2611,1.3216,1.3829,1.4436,1.5029,1.5582,1.6078,1.6492,1.6832,1.7123,1.7395,1.7675,1.7978,1.8282,1.8586,1.888,1.9157,1.9407,1.9625,1.9809,1.9965,2.0092,2.0199,2.0287,2.0363,2.0426,2.0483,2.0537,2.0591,2.0646,2.0707,2.0776,2.0857
2012/12/1,0.1064,0.1047,0.101,0.0992,0.1028,0.1136,0.1332,0.1606,0.199,0.2464,0.3049,0.3722,0.4444,0.5179,0.5897,0.6553,0.7165,0.7739,0.8331,0.8906,0.9539,1.0203,1.0894,1.157,1.2231,1.2844,1.3443,1.4015,1.4592,1.5181,1.578,1.6332,1.6834,1.7259,1.7609,1.7902,1.8176,1.8455,1.8747,1.9033,1.9322,1.9581,1.9828,2.0035,2.0204,2.0339,2.0442,2.0517,2.0573,2.0614,2.0646,2.0673,2.0701,2.0735,2.0779,2.0837,2.0914,2.1014,2.1144
2013/1/1,0.0867,0.0762,0.0744,0.0786,0.0867,0.0972,0.111,0.1319,0.1626,0.2044,0.2598,0.3261,0.3999,0.4749,0.5494,0.6182,0.6808,0.7408,0.7993,0.8587,0.9209,0.986,1.0535,1.12,1.1872,1.2501,1.3137,1.3759,1.4369,1.4987,1.5591,1.6155,1.6677,1.7123,1.7513,1.7855,1.8187,1.8514,1.8839,1.9159,1.9465,1.975,2.0008,2.0229,2.0413,2.0557,2.0671,2.0754,2.0819,2.0868,2.0907,2.0943,2.0978,2.102,2.1073,2.1138,2.1224,2.1332,2.1472
